transaction_id,account_id,account_type,date,merchant_name,raw_description,amount,currency,pending,category
amex_1008_cdc92a0c884c,amex_cc_1008,credit_card,2026-07-17,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,-300.0,USD,False,Transfers
amex_1008_76837de4577d,amex_cc_1008,credit_card,2026-07-18,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,-56.1,USD,False,Transfers
amex_1008_854582cab947,amex_cc_1008,credit_card,2026-06-26,AplPay LUCKY #774.SANTA CLARACA 0000000009 SANTA CLARA CA,AplPay LUCKY #774.SANTA CLARACA 0000000009 SANTA CLARA CA,10.13,USD,False,Groceries
amex_1008_08e0115b67d2,amex_cc_1008,credit_card,2026-06-26,AplPay 7-ELEVEN 18445 00071844522 SANTA CLARA CA,AplPay 7-ELEVEN 18445 00071844522 SANTA CLARA CA,37.89,USD,False,Convenience Store
amex_1008_8ff21bc3c62c,amex_cc_1008,credit_card,2026-06-27,AplPay TST* KAILASH PARBART SANT 00271591 SANTA CLARA CA,AplPay TST* KAILASH PARBART SANT 00271591 SANTA CLARA CA,22.62,USD,False,Restaurants
amex_1008_8dfff0b07723,amex_cc_1008,credit_card,2026-06-27,AplPay NIKE SAN JOSE FACTORY STORE SAN JOSE CA,AplPay NIKE SAN JOSE FACTORY STORE SAN JOSE CA,32.99,USD,False,Shopping
amex_1008_f90551f04919,amex_cc_1008,credit_card,2026-06-28,AplPay IZUMI MATCHA Cupertino CA,AplPay IZUMI MATCHA Cupertino CA,6.75,USD,False,
amex_1008_cabb42a09eb1,amex_cc_1008,credit_card,2026-06-28,AplPay PHILZ COFFEE San Francisco CA,AplPay PHILZ COFFEE San Francisco CA,6.01,USD,False,Coffee Shops
amex_1008_491ee73defe0,amex_cc_1008,credit_card,2026-06-28,AplPay CLIPPER MOBILE SAN FRANCISCO CA,AplPay CLIPPER MOBILE SAN FRANCISCO CA,25.0,USD,False,
amex_1008_cc44d306352b,amex_cc_1008,credit_card,2026-06-28,AplPay SPORTS BASEMENT SUNNYVAL 104 SUNNYVALE CA,AplPay SPORTS BASEMENT SUNNYVAL 104 SUNNYVALE CA,4.99,USD,False,Shopping
amex_1008_7b4b29158d72,amex_cc_1008,credit_card,2026-06-29,AplPay TST* EQUATOR COFFEES - FO 000067418 SAN FRANCISCO CA,AplPay TST* EQUATOR COFFEES - FO 000067418 SAN FRANCISCO CA,6.0,USD,False,Restaurants
amex_1008_f332e9eee230,amex_cc_1008,credit_card,2026-07-02,AplPay 7-ELEVEN 17733 00071773322 SANTA CLARA CA,AplPay 7-ELEVEN 17733 00071773322 SANTA CLARA CA,27.45,USD,False,Convenience Store
amex_1008_bd3c577b7bae,amex_cc_1008,credit_card,2026-07-03,LUCKY #774.SANTA CLARACA 0000000009925 SANTA CLARA CA,LUCKY #774.SANTA CLARACA 0000000009925 SANTA CLARA CA,10.2,USD,False,Groceries
amex_1008_591ea65ca030,amex_cc_1008,credit_card,2026-07-04,WAL-MART SUPERCENTER 5884 5884 SAN JOSE CA,WAL-MART SUPERCENTER 5884 5884 SAN JOSE CA,2.94,USD,False,Shopping
amex_1008_ff543b43ef5c,amex_cc_1008,credit_card,2026-07-04,WAL-MART SUPERCENTER 5884 5884 SAN JOSE CA,WAL-MART SUPERCENTER 5884 5884 SAN JOSE CA,45.01,USD,False,Shopping
amex_1008_d7a592697df2,amex_cc_1008,credit_card,2026-07-04,AplPay CLIPPER MOBILE SAN FRANCISCO CA,AplPay CLIPPER MOBILE SAN FRANCISCO CA,20.0,USD,False,
amex_1008_51ec5750a145,amex_cc_1008,credit_card,2026-07-04,AplPay CHEVRON 0094304/CHEVRON SAN JOSE CA,AplPay CHEVRON 0094304/CHEVRON SAN JOSE CA,16.32,USD,False,Gas & Fuel
amex_1008_85ad3b1022ec,amex_cc_1008,credit_card,2026-07-05,AplPay 7-ELEVEN 23585 00072358522 SANTA CLARA CA,AplPay 7-ELEVEN 23585 00072358522 SANTA CLARA CA,8.1,USD,False,Convenience Store
amex_1008_ee3bb0f06d77,amex_cc_1008,credit_card,2026-07-05,5223 GREAT CLIPS OF MOONL 650000008236 SANTA CLARA CA,5223 GREAT CLIPS OF MOONL 650000008236 SANTA CLARA CA,30.0,USD,False,Personal Care
amex_1008_c3b84c4add85,amex_cc_1008,credit_card,2026-07-05,TST* HASHTAG INDIA - MILP 00265593 MILPITAS CA,TST* HASHTAG INDIA - MILP 00265593 MILPITAS CA,54.67,USD,False,Restaurants
amex_1008_0bd3f2e658dc,amex_cc_1008,credit_card,2026-07-10,AplPay TARGET STORE SANTA CLARA CA,AplPay TARGET STORE SANTA CLARA CA,12.98,USD,False,Shopping
amex_1008_ee866e3f4513,amex_cc_1008,credit_card,2026-07-11,NOB HILL FOODS REDWOOD CITY CA,NOB HILL FOODS REDWOOD CITY CA,5.99,USD,False,Groceries
amex_1008_e7dd974a04ae,amex_cc_1008,credit_card,2026-07-11,TARGET T-2581 000002581 SAN JOSE CA,TARGET T-2581 000002581 SAN JOSE CA,14.62,USD,False,Shopping
amex_1008_63524d9f7b76,amex_cc_1008,credit_card,2026-07-12,FIVE SPICE INDIAN GROCERY - SAN JOSE San Jose CA,FIVE SPICE INDIAN GROCERY - SAN JOSE San Jose CA,2.69,USD,False,
amex_1008_dedaf53cc919,amex_cc_1008,credit_card,2026-07-12,AplPay TST* MENDOCINO FARMS - 66 000074797 REDWOOD CITY CA,AplPay TST* MENDOCINO FARMS - 66 000074797 REDWOOD CITY CA,15.29,USD,False,Restaurants
amex_1008_0f206bd4eb21,amex_cc_1008,credit_card,2026-07-12,TARGET T-2581 000002581 SAN JOSE CA,TARGET T-2581 000002581 SAN JOSE CA,26.7,USD,False,Shopping
amex_1008_fee928c6601a,amex_cc_1008,credit_card,2026-07-13,AplPay BT*DD *DOORDASH HASHTAGIN SAN FRANCISCO CA,AplPay BT*DD *DOORDASH HASHTAGIN SAN FRANCISCO CA,27.49,USD,False,Restaurants
amex_1008_a35a8ec8f7bf,amex_cc_1008,credit_card,2026-07-13,7-ELEVEN 25950 00072595022 SUNNYVALE CA,7-ELEVEN 25950 00072595022 SUNNYVALE CA,35.65,USD,False,Convenience Store
amex_1008_f0bcbc1d9868,amex_cc_1008,credit_card,2026-07-17,BOBS DISCOUNT LIQUOR 9 739702059791150 SANTA CLARA CA,BOBS DISCOUNT LIQUOR 9 739702059791150 SANTA CLARA CA,28.34,USD,False,Shopping
amex_1008_04bac4ad00f3,amex_cc_1008,credit_card,2026-07-18,CORGI CAFE San Francisco CA,CORGI CAFE San Francisco CA,8.69,USD,False,
amex_1008_72429e15367e,amex_cc_1008,credit_card,2026-07-18,AplPay BISCOFF COFFEE CORNER 6500000113991 SAN FRANCISCO CA,AplPay BISCOFF COFFEE CORNER 6500000113991 SAN FRANCISCO CA,14.49,USD,False,Coffee Shops
amex_1008_85fe99815ca1,amex_cc_1008,credit_card,2026-07-18,DUMONT SAN JOSE CA,DUMONT SAN JOSE CA,6.51,USD,False,
amex_1008_3fe27363c3da,amex_cc_1008,credit_card,2026-07-18,IMPARK00270103A SAN FRANCISCO CA,IMPARK00270103A SAN FRANCISCO CA,28.0,USD,False,
amex_1008_3b45094a0a95,amex_cc_1008,credit_card,2026-07-19,CITY MINI MART SAN JOSE CA,CITY MINI MART SAN JOSE CA,16.98,USD,False,
amex_1008_65f22c5677ae,amex_cc_1008,credit_card,2026-07-19,HIRONORI CRAFT RAMEN- SANTA CLARA CA,HIRONORI CRAFT RAMEN- SANTA CLARA CA,33.27,USD,False,
amex_1008_e3e911aa170c,amex_cc_1008,credit_card,2026-07-19,AplPay CLIPPER MOBILE SAN FRANCISCO CA,AplPay CLIPPER MOBILE SAN FRANCISCO CA,2.0,USD,False,
amex_1008_bd9195d41429,amex_cc_1008,credit_card,2026-07-20,MATCHA TOWN SAN JOSE SAN JOSE CA,MATCHA TOWN SAN JOSE SAN JOSE CA,7.59,USD,False,
amex_1008_82f68736bc9d,amex_cc_1008,credit_card,2026-07-24,WHOLEFDS SCA #10633 000010633 SANTA CLARA CA,WHOLEFDS SCA #10633 000010633 SANTA CLARA CA,31.15,USD,False,Groceries
amex_1008_ebe20c025df8,amex_cc_1008,credit_card,2026-07-24,CHARMINAR SUNNYVALE EL SUNNYVALE CA,CHARMINAR SUNNYVALE EL SUNNYVALE CA,21.94,USD,False,Restaurants
amex_1008_8d25e698272c,amex_cc_1008,credit_card,2026-07-25,Southwest Airlines DALLAS TX,Southwest Airlines DALLAS TX,214.2,USD,False,Travel
amex_1008_7eeb684d3e0e,amex_cc_1008,credit_card,2026-07-25,TARGET T-2581 000002581 SAN JOSE CA,TARGET T-2581 000002581 SAN JOSE CA,6.25,USD,False,Shopping
amex_1008_8a611fc1f09e,amex_cc_1008,credit_card,2026-07-26,MARISCOS COSTA ALEGRE 2 SAN JOSE CA,MARISCOS COSTA ALEGRE 2 SAN JOSE CA,110.0,USD,False,
amex_1008_99d3092d5e76,amex_cc_1008,credit_card,2026-07-26,QISHR COFFEE HOUSE San Jose CA,QISHR COFFEE HOUSE San Jose CA,8.71,USD,False,Coffee Shops
