transaction_id,account_id,account_type,date,merchant_name,raw_description,amount,currency,pending,category
boa_0873_2026-02-02_3525_3105bdc4,boa_cc_0873,credit_card,2026-02-02,Bellerive 816-7549463 MO,Bellerive 816-7549463 MO,97.08,USD,False,
boa_0873_2026-02-02_7218_05c1a6cb,boa_cc_0873,credit_card,2026-02-02,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,68.68,USD,False,Groceries
boa_0873_2026-02-03_9578_97949616,boa_cc_0873,credit_card,2026-02-03,TARGET 00014365 KANSAS CITY MO,TARGET 00014365 KANSAS CITY MO,21.97,USD,False,Shopping
boa_0873_2026-02-03_8312_05c1a6cb,boa_cc_0873,credit_card,2026-02-03,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,274.93,USD,False,Groceries
boa_0873_2026-02-03_9145_84fc0893,boa_cc_0873,credit_card,2026-02-03,WAL-MART #2490 ROELAND PARK KS,WAL-MART #2490 ROELAND PARK KS,126.72,USD,False,Shopping
boa_0873_2026-02-03_9228_84fc0893,boa_cc_0873,credit_card,2026-02-03,WAL-MART #2490 ROELAND PARK KS,WAL-MART #2490 ROELAND PARK KS,97.43,USD,False,Shopping
boa_0873_2026-02-04_5577_8eeb7352,boa_cc_0873,credit_card,2026-02-04,APPLE.COM/BILL 866-712-7753 CA,APPLE.COM/BILL 866-712-7753 CA,1.98,USD,False,Subscriptions
boa_0873_2026-02-04_0223_28185a75,boa_cc_0873,credit_card,2026-02-04,MIDTOWN MARKET KANSAS CITY MO,MIDTOWN MARKET KANSAS CITY MO,5.03,USD,False,Groceries
boa_0873_2026-02-05_8394_6f75f4e0,boa_cc_0873,credit_card,2026-02-05,JOBRIGHT.AI JOBRIGHT.AI CA,JOBRIGHT.AI JOBRIGHT.AI CA,49.99,USD,False,Subscriptions
boa_0873_2026-02-05_4600_19e14ea1,boa_cc_0873,credit_card,2026-02-05,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,22.18,USD,False,Groceries
boa_0873_2026-02-05_2955_05c1a6cb,boa_cc_0873,credit_card,2026-02-05,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,4.27,USD,False,Groceries
boa_0873_2026-02-07_1837_556e03e7,boa_cc_0873,credit_card,2026-02-07,CURRY IN A HURRY KANSAS CITY MO,CURRY IN A HURRY KANSAS CITY MO,11.15,USD,False,
boa_0873_2026-02-07_3519_728191dd,boa_cc_0873,credit_card,2026-02-07,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.72,USD,False,Gas & Fuel
boa_0873_2026-02-08_2511_728191dd,boa_cc_0873,credit_card,2026-02-08,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,1.24,USD,False,Gas & Fuel
boa_0873_2026-02-09_6237_4e1aaebf,boa_cc_0873,credit_card,2026-02-09,TST* DESI CHOWRASTHA - OV913-222-6876 KS,TST* DESI CHOWRASTHA - OV913-222-6876 KS,52.48,USD,False,Restaurants
boa_0873_2026-02-09_5257_05c1a6cb,boa_cc_0873,credit_card,2026-02-09,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,12.39,USD,False,Groceries
boa_0873_2026-02-11_2512_19e14ea1,boa_cc_0873,credit_card,2026-02-11,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,21.86,USD,False,Groceries
boa_0873_2026-02-12_9928_b63c4b15,boa_cc_0873,credit_card,2026-02-12,AMAZON PRIME*S51KL5XW3 Amzn.com/billWA,AMAZON PRIME*S51KL5XW3 Amzn.com/billWA,8.05,USD,False,Shopping
boa_0873_2026-02-13_6459_05c1a6cb,boa_cc_0873,credit_card,2026-02-13,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,53.31,USD,False,Groceries
boa_0873_2026-02-14_5113_1b859103,boa_cc_0873,credit_card,2026-02-14,AMAZON MKTPL*FK79S9NH3 Amzn.com/billWA,AMAZON MKTPL*FK79S9NH3 Amzn.com/billWA,41.89,USD,False,Shopping
boa_0873_2026-02-14_3779_728191dd,boa_cc_0873,credit_card,2026-02-14,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,0.83,USD,False,Gas & Fuel
boa_0873_2026-02-16_1828_daebc7f2,boa_cc_0873,credit_card,2026-02-16,TST* DESI CHOWRASTHA - OVOVERLAND PARKKS,TST* DESI CHOWRASTHA - OVOVERLAND PARKKS,54.67,USD,False,Restaurants
boa_0873_2026-02-16_0263_19e14ea1,boa_cc_0873,credit_card,2026-02-16,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,18.36,USD,False,Groceries
boa_0873_2026-02-16_3431_84fc0893,boa_cc_0873,credit_card,2026-02-16,WAL-MART #2490 ROELAND PARK KS,WAL-MART #2490 ROELAND PARK KS,19.67,USD,False,Shopping
boa_0873_2026-02-16_6790_05c1a6cb,boa_cc_0873,credit_card,2026-02-16,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,11.44,USD,False,Groceries
boa_0873_2026-02-16_3771_84fc0893,boa_cc_0873,credit_card,2026-02-16,WAL-MART #2490 ROELAND PARK KS,WAL-MART #2490 ROELAND PARK KS,17.82,USD,False,Shopping
boa_0873_2026-02-17_5531_05c1a6cb,boa_cc_0873,credit_card,2026-02-17,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,30.98,USD,False,Groceries
boa_0873_2026-02-17_0217_28185a75,boa_cc_0873,credit_card,2026-02-17,MIDTOWN MARKET KANSAS CITY MO,MIDTOWN MARKET KANSAS CITY MO,2.57,USD,False,Groceries
boa_0873_2026-02-17_0457_c795ef11,boa_cc_0873,credit_card,2026-02-17,TOTALWINE 1808 POS KANSAS CITY MO,TOTALWINE 1808 POS KANSAS CITY MO,47.28,USD,False,Shopping
boa_0873_2026-02-17_9962_728191dd,boa_cc_0873,credit_card,2026-02-17,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,3.18,USD,False,Gas & Fuel
boa_0873_2026-02-18_9528_f7ee2a2a,boa_cc_0873,credit_card,2026-02-18,INSOMNIA COOKIES-WESTP KANSAS CITY MO,INSOMNIA COOKIES-WESTP KANSAS CITY MO,13.26,USD,False,
boa_0873_2026-02-19_5892_28185a75,boa_cc_0873,credit_card,2026-02-19,MIDTOWN MARKET KANSAS CITY MO,MIDTOWN MARKET KANSAS CITY MO,7.98,USD,False,Groceries
boa_0873_2026-02-20_6696_19e14ea1,boa_cc_0873,credit_card,2026-02-20,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,23.04,USD,False,Groceries
boa_0873_2026-02-20_6044_e68348b0,boa_cc_0873,credit_card,2026-02-20,COSTCO GAS #0375 KANSAS CITY MO,COSTCO GAS #0375 KANSAS CITY MO,9.63,USD,False,Groceries
boa_0873_2026-02-21_6034_e1fe9d99,boa_cc_0873,credit_card,2026-02-21,STATE FARM INSURANCE 800-956-6310 IL,STATE FARM INSURANCE 800-956-6310 IL,45.8,USD,False,Insurance
boa_0873_2026-02-21_9224_a7e57721,boa_cc_0873,credit_card,2026-02-21,BOOST MOBILE HTTPS://WWW.DCO,BOOST MOBILE HTTPS://WWW.DCO,25.18,USD,False,Utilities
boa_0873_2026-02-21_8638_a40925be,boa_cc_0873,credit_card,2026-02-21,ATT* BILL PAYMENT 800-331-0500 TX,ATT* BILL PAYMENT 800-331-0500 TX,33.42,USD,False,Utilities
boa_0873_2026-02-21_9517_728191dd,boa_cc_0873,credit_card,2026-02-21,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.94,USD,False,Gas & Fuel
boa_0873_2026-02-22_8099_728191dd,boa_cc_0873,credit_card,2026-02-22,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.18,USD,False,Gas & Fuel
boa_0873_2026-02-23_1496_4e1aaebf,boa_cc_0873,credit_card,2026-02-23,TST* DESI CHOWRASTHA - OV913-222-6876 KS,TST* DESI CHOWRASTHA - OV913-222-6876 KS,52.48,USD,False,Restaurants
boa_0873_2026-02-23_1988_c571994b,boa_cc_0873,credit_card,2026-02-23,AMC 9640 ONLINE 888-440-4262 KS,AMC 9640 ONLINE 888-440-4262 KS,21.98,USD,False,Entertainment
boa_0873_2026-02-23_2970_19e14ea1,boa_cc_0873,credit_card,2026-02-23,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,56.54,USD,False,Groceries
boa_0873_2026-02-23_0563_05c1a6cb,boa_cc_0873,credit_card,2026-02-23,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,64.21,USD,False,Groceries
boa_0873_2026-02-23_3304_28185a75,boa_cc_0873,credit_card,2026-02-23,MIDTOWN MARKET KANSAS CITY MO,MIDTOWN MARKET KANSAS CITY MO,4.25,USD,False,Groceries
boa_0873_2026-02-23_8556_b507a8d4,boa_cc_0873,credit_card,2026-02-23,ALDI 46092 KANSAS CITY MO,ALDI 46092 KANSAS CITY MO,9.45,USD,False,Groceries
boa_0873_2026-02-24_1801_bd51b309,boa_cc_0873,credit_card,2026-02-24,AMAZON RETA* B971J6ZI1 WWW.AMAZON.COWA,AMAZON RETA* B971J6ZI1 WWW.AMAZON.COWA,10.74,USD,False,Shopping
boa_0873_2026-02-24_6914_2486c2d3,boa_cc_0873,credit_card,2026-02-24,STATEKS COURT PYMT TOPEKA KS,STATEKS COURT PYMT TOPEKA KS,264.17,USD,False,
boa_0873_2026-02-26_2885_e68348b0,boa_cc_0873,credit_card,2026-02-26,COSTCO GAS #0375 KANSAS CITY MO,COSTCO GAS #0375 KANSAS CITY MO,14.13,USD,False,Groceries
boa_0873_2026-03-02_6004_7c39eea5,boa_cc_0873,credit_card,2026-03-02,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-300.0,USD,False,Transfers
boa_0873_2026-03-04_2285_05c1a6cb,boa_cc_0873,credit_card,2026-03-04,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,-54.99,USD,False,Groceries
boa_0873_2026-03-09_1493_7c39eea5,boa_cc_0873,credit_card,2026-03-09,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-275.0,USD,False,Transfers
boa_0873_2026-03-19_0298_be8ab4c5,boa_cc_0873,credit_card,2026-03-19,CASH REWARDS STATEMENT CREDIT,CASH REWARDS STATEMENT CREDIT,-73.88,USD,False,Income
boa_0873_2026-03-24_8760_7c39eea5,boa_cc_0873,credit_card,2026-03-24,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-300.0,USD,False,Transfers
boa_0873_2026-02-26_8075_bc2d200d,boa_cc_0873,credit_card,2026-02-26,7-ELEVEN 21057 KANSAS CITY MO,7-ELEVEN 21057 KANSAS CITY MO,8.21,USD,False,Convenience Store
boa_0873_2026-02-27_3917_b61c4abb,boa_cc_0873,credit_card,2026-02-27,AMAZON RETA* BE01X1522 WWW.AMAZON.COWA,AMAZON RETA* BE01X1522 WWW.AMAZON.COWA,41.94,USD,False,Shopping
boa_0873_2026-02-27_1661_bc2d200d,boa_cc_0873,credit_card,2026-02-27,7-ELEVEN 21057 KANSAS CITY MO,7-ELEVEN 21057 KANSAS CITY MO,7.19,USD,False,Convenience Store
boa_0873_2026-02-28_4688_728191dd,boa_cc_0873,credit_card,2026-02-28,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.18,USD,False,Gas & Fuel
boa_0873_2026-03-01_3158_728191dd,boa_cc_0873,credit_card,2026-03-01,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,1.77,USD,False,Gas & Fuel
boa_0873_2026-03-01_3166_728191dd,boa_cc_0873,credit_card,2026-03-01,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.59,USD,False,Gas & Fuel
boa_0873_2026-03-02_7008_84fc0893,boa_cc_0873,credit_card,2026-03-02,WAL-MART #2490 ROELAND PARK KS,WAL-MART #2490 ROELAND PARK KS,23.8,USD,False,Shopping
boa_0873_2026-03-02_2095_5ea70058,boa_cc_0873,credit_card,2026-03-02,DOLLARTREE KANSAS CITY KS,DOLLARTREE KANSAS CITY KS,15.0,USD,False,
boa_0873_2026-03-02_9081_f6e638be,boa_cc_0873,credit_card,2026-03-02,TST*MARTIN CITY BREWING Kansas City MO,TST*MARTIN CITY BREWING Kansas City MO,85.48,USD,False,Restaurants
boa_0873_2026-03-04_6983_8eeb7352,boa_cc_0873,credit_card,2026-03-04,APPLE.COM/BILL 866-712-7753 CA,APPLE.COM/BILL 866-712-7753 CA,5.99,USD,False,Subscriptions
boa_0873_2026-03-04_0585_19e14ea1,boa_cc_0873,credit_card,2026-03-04,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,26.93,USD,False,Groceries
boa_0873_2026-03-04_2272_05c1a6cb,boa_cc_0873,credit_card,2026-03-04,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,27.5,USD,False,Groceries
boa_0873_2026-03-04_4803_e68348b0,boa_cc_0873,credit_card,2026-03-04,COSTCO GAS #0375 KANSAS CITY MO,COSTCO GAS #0375 KANSAS CITY MO,12.33,USD,False,Groceries
boa_0873_2026-03-04_2442_28185a75,boa_cc_0873,credit_card,2026-03-04,MIDTOWN MARKET KANSAS CITY MO,MIDTOWN MARKET KANSAS CITY MO,9.56,USD,False,Groceries
boa_0873_2026-03-05_1642_69db63e6,boa_cc_0873,credit_card,2026-03-05,GO CARWASH MO105 KANSAS CITY MO,GO CARWASH MO105 KANSAS CITY MO,21.0,USD,False,Transportation
boa_0873_2026-03-06_2687_dab53208,boa_cc_0873,credit_card,2026-03-06,CTLP*ALLIED REFRESHMEN KANSASCITY MO,CTLP*ALLIED REFRESHMEN KANSASCITY MO,3.65,USD,False,
boa_0873_2026-03-07_7825_83bc3e8e,boa_cc_0873,credit_card,2026-03-07,BIG MART KANSAS CITY MO,BIG MART KANSAS CITY MO,7.0,USD,False,
boa_0873_2026-03-07_8753_49a31b5a,boa_cc_0873,credit_card,2026-03-07,CHIPOTLE 0648 KANSAS CITY MO,CHIPOTLE 0648 KANSAS CITY MO,12.88,USD,False,Restaurants
boa_0873_2026-03-07_3692_728191dd,boa_cc_0873,credit_card,2026-03-07,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.3,USD,False,Gas & Fuel
boa_0873_2026-03-07_3700_728191dd,boa_cc_0873,credit_card,2026-03-07,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.3,USD,False,Gas & Fuel
boa_0873_2026-03-08_1680_889c7068,boa_cc_0873,credit_card,2026-03-08,PARAKEETAI LJUBLJANA,PARAKEETAI LJUBLJANA,29.5,USD,False,
boa_0873_2026-03-08_1713_728191dd,boa_cc_0873,credit_card,2026-03-08,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,1.88,USD,False,Gas & Fuel
boa_0873_2026-03-09_1229_3e492f4c,boa_cc_0873,credit_card,2026-03-09,SQ *PIZZA TASCIO - 39TH SKansas City MO,SQ *PIZZA TASCIO - 39TH SKansas City MO,34.92,USD,False,
boa_0873_2026-03-10_6605_92e257fb,boa_cc_0873,credit_card,2026-03-10,BP#1886500RACERS #1 855-274-7797 KY,BP#1886500RACERS #1 855-274-7797 KY,36.25,USD,False,Gas & Fuel
boa_0873_2026-03-10_3740_940d2b9b,boa_cc_0873,credit_card,2026-03-10,CIRCLE K 00145 MOUNT VERNON IL,CIRCLE K 00145 MOUNT VERNON IL,15.31,USD,False,Convenience Store
boa_0873_2026-03-10_3989_940d2b9b,boa_cc_0873,credit_card,2026-03-10,CIRCLE K 00145 MOUNT VERNON IL,CIRCLE K 00145 MOUNT VERNON IL,44.81,USD,False,Convenience Store
boa_0873_2026-03-10_4277_d75af14c,boa_cc_0873,credit_card,2026-03-10,STARBUCKS STORE 69861 LEXINGTON VA,STARBUCKS STORE 69861 LEXINGTON VA,12.26,USD,False,Coffee Shops
boa_0873_2026-03-10_9862_a41148e3,boa_cc_0873,credit_card,2026-03-10,FAS MART 48 SPOTSYLVANIA VA,FAS MART 48 SPOTSYLVANIA VA,59.78,USD,False,
boa_0873_2026-03-12_8236_f160027c,boa_cc_0873,credit_card,2026-03-12,DD *DOORDASH WEGMANS DOORDASH.COM/CA,DD *DOORDASH WEGMANS DOORDASH.COM/CA,32.32,USD,False,Restaurants
boa_0873_2026-03-12_6064_5d57a4fb,boa_cc_0873,credit_card,2026-03-12,AMAZON PRIME*ED2Z73L33 Amzn.com/billWA,AMAZON PRIME*ED2Z73L33 Amzn.com/billWA,8.05,USD,False,Shopping
boa_0873_2026-03-14_2384_84810c19,boa_cc_0873,credit_card,2026-03-14,DD *DOORDASH 7-ELEVEN DOORDASH.COM/CA,DD *DOORDASH 7-ELEVEN DOORDASH.COM/CA,28.84,USD,False,Restaurants
boa_0873_2026-03-15_9179_1b6ac6a7,boa_cc_0873,credit_card,2026-03-15,STARBUCKS STORE 49086 CHARLOTTESVILVA,STARBUCKS STORE 49086 CHARLOTTESVILVA,13.27,USD,False,Coffee Shops
boa_0873_2026-03-16_1577_4615152c,boa_cc_0873,credit_card,2026-03-16,AMAZON MKTPL*B554B4TE2 Amzn.com/billWA,AMAZON MKTPL*B554B4TE2 Amzn.com/billWA,10.74,USD,False,Shopping
boa_0873_2026-03-18_2550_19e14ea1,boa_cc_0873,credit_card,2026-03-18,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,26.69,USD,False,Groceries
boa_0873_2026-03-18_1222_79391b3f,boa_cc_0873,credit_card,2026-03-18,PAYRANGE MOBILE https://www.pOR,PAYRANGE MOBILE https://www.pOR,10.0,USD,False,
boa_0873_2026-03-21_5640_e1fe9d99,boa_cc_0873,credit_card,2026-03-21,STATE FARM INSURANCE 800-956-6310 IL,STATE FARM INSURANCE 800-956-6310 IL,45.8,USD,False,Insurance
boa_0873_2026-03-21_0238_a7e57721,boa_cc_0873,credit_card,2026-03-21,BOOST MOBILE HTTPS://WWW.DCO,BOOST MOBILE HTTPS://WWW.DCO,25.18,USD,False,Utilities
boa_0873_2026-03-23_0311_c571994b,boa_cc_0873,credit_card,2026-03-23,AMC 9640 ONLINE 888-440-4262 KS,AMC 9640 ONLINE 888-440-4262 KS,21.98,USD,False,Entertainment
boa_0873_2026-03-25_9063_19e14ea1,boa_cc_0873,credit_card,2026-03-25,Whole Foods Market KCM 866-216-1072 DE,Whole Foods Market KCM 866-216-1072 DE,6.52,USD,False,Groceries
boa_0873_2026-03-25_1830_78d6c103,boa_cc_0873,credit_card,2026-03-25,AMAZON MKTPL*BG9PT76Z2 Amzn.com/billWA,AMAZON MKTPL*BG9PT76Z2 Amzn.com/billWA,37.61,USD,False,Shopping
boa_0873_2026-03-26_1847_c795ef11,boa_cc_0873,credit_card,2026-03-26,TOTALWINE 1808 POS KANSAS CITY MO,TOTALWINE 1808 POS KANSAS CITY MO,21.97,USD,False,Shopping
boa_0873_2026-03-26_1360_ee8292ef,boa_cc_0873,credit_card,2026-03-26,ALDI 46049 KANSAS CITY MO,ALDI 46049 KANSAS CITY MO,10.15,USD,False,Groceries
boa_0873_2026-04-01_9741_3cde3b91,boa_cc_0873,credit_card,2026-04-01,ONLINE/MOBILE PAYMENT CONF#p7fe2ldjk,ONLINE/MOBILE PAYMENT CONF#p7fe2ldjk,-50.0,USD,False,Transfers
boa_0873_2026-04-03_9236_7c39eea5,boa_cc_0873,credit_card,2026-04-03,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-880.0,USD,False,Transfers
boa_0873_2026-04-03_1541_16ef4fc6,boa_cc_0873,credit_card,2026-04-03,ONLINE/MOBILE PAYMENT CONF#16s0uelhd,ONLINE/MOBILE PAYMENT CONF#16s0uelhd,-500.0,USD,False,Transfers
boa_0873_2026-04-03_9428_7c39eea5,boa_cc_0873,credit_card,2026-04-03,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-768.0,USD,False,Transfers
boa_0873_2026-04-15_7567_7c39eea5,boa_cc_0873,credit_card,2026-04-15,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-229.0,USD,False,Transfers
boa_0873_2026-04-16_1384_0da8322f,boa_cc_0873,credit_card,2026-04-16,ONLINE/MOBILE PAYMENT CONF#drt10lg0p,ONLINE/MOBILE PAYMENT CONF#drt10lg0p,-100.0,USD,False,Transfers
boa_0873_2026-04-17_0595_e0876932,boa_cc_0873,credit_card,2026-04-17,ONLINE/MOBILE PAYMENT CONF#4a6ddor5f,ONLINE/MOBILE PAYMENT CONF#4a6ddor5f,-1.03,USD,False,Transfers
boa_0873_2026-04-20_1693_05c1a6cb,boa_cc_0873,credit_card,2026-04-20,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,-274.93,USD,False,Groceries
boa_0873_2026-04-21_2494_7c39eea5,boa_cc_0873,credit_card,2026-04-21,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-130.0,USD,False,Transfers
boa_0873_2026-04-22_4117_be8ab4c5,boa_cc_0873,credit_card,2026-04-22,CASH REWARDS STATEMENT CREDIT,CASH REWARDS STATEMENT CREDIT,-15.91,USD,False,Income
boa_0873_2026-04-23_3105_748eca6c,boa_cc_0873,credit_card,2026-04-23,ONLINE/MOBILE PAYMENT CONF#1ad14x9ax,ONLINE/MOBILE PAYMENT CONF#1ad14x9ax,-5.0,USD,False,Transfers
boa_0873_2026-04-27_8230_7c39eea5,boa_cc_0873,credit_card,2026-04-27,ATM PAYMENT KANSAS CITY MO,ATM PAYMENT KANSAS CITY MO,-205.0,USD,False,Transfers
boa_0873_2026-03-26_7456_c2b7db8f,boa_cc_0873,credit_card,2026-03-26,WHOLEFDS KCM#10457 KANSAS CITY MO,WHOLEFDS KCM#10457 KANSAS CITY MO,23.52,USD,False,Groceries
boa_0873_2026-03-27_0413_bc2d200d,boa_cc_0873,credit_card,2026-03-27,7-ELEVEN 21057 KANSAS CITY MO,7-ELEVEN 21057 KANSAS CITY MO,7.69,USD,False,Convenience Store
boa_0873_2026-03-28_5744_a40925be,boa_cc_0873,credit_card,2026-03-28,ATT* BILL PAYMENT 800-331-0500 TX,ATT* BILL PAYMENT 800-331-0500 TX,15.48,USD,False,Utilities
boa_0873_2026-03-28_9303_fcbf527a,boa_cc_0873,credit_card,2026-03-28,QT 176 KANSAS CITY MO,QT 176 KANSAS CITY MO,2.89,USD,False,Gas & Fuel
boa_0873_2026-03-28_2378_f7ee2a2a,boa_cc_0873,credit_card,2026-03-28,INSOMNIA COOKIES-WESTP KANSAS CITY MO,INSOMNIA COOKIES-WESTP KANSAS CITY MO,3.2,USD,False,
boa_0873_2026-03-29_9171_bc2d200d,boa_cc_0873,credit_card,2026-03-29,7-ELEVEN 21057 KANSAS CITY MO,7-ELEVEN 21057 KANSAS CITY MO,7.69,USD,False,Convenience Store
boa_0873_2026-03-29_1359_728191dd,boa_cc_0873,credit_card,2026-03-29,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,2.12,USD,False,Gas & Fuel
boa_0873_2026-03-30_8611_6abf323d,boa_cc_0873,credit_card,2026-03-30,PHILLIPS 66 - MAYSARA PETKANSAS CITY MO,PHILLIPS 66 - MAYSARA PETKANSAS CITY MO,2.35,USD,False,Gas & Fuel
boa_0873_2026-03-30_8629_6abf323d,boa_cc_0873,credit_card,2026-03-30,PHILLIPS 66 - MAYSARA PETKANSAS CITY MO,PHILLIPS 66 - MAYSARA PETKANSAS CITY MO,2.92,USD,False,Gas & Fuel
boa_0873_2026-03-30_2034_05c1a6cb,boa_cc_0873,credit_card,2026-03-30,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,131.0,USD,False,Groceries
boa_0873_2026-03-30_4787_716dab7f,boa_cc_0873,credit_card,2026-03-30,33M PARTNERS LLC KANSAS CITY MO,33M PARTNERS LLC KANSAS CITY MO,9.0,USD,False,
boa_0873_2026-04-01_1046_728191dd,boa_cc_0873,credit_card,2026-04-01,BP#9712035MIDWEST FUELS KANSAS CITY MO,BP#9712035MIDWEST FUELS KANSAS CITY MO,25.0,USD,False,Gas & Fuel
boa_0873_2026-04-03_8479_05c1a6cb,boa_cc_0873,credit_card,2026-04-03,COSTCO WHSE #0375 KANSAS CITY MO,COSTCO WHSE #0375 KANSAS CITY MO,31.53,USD,False,Groceries
